file_path,caption
train/Water Pour and Drink.npy,"A person fills up a glass with liquid, then quickly gulps it and breathes heavily."
train/Water Pour and Drink.npy,Water is poured into a container and is drunk by a person who pants and continues to chug.
train/Water Pour and Drink.npy,Water is poured into a container and then gulped by someone who pants and continues to chug.
train/Water Pour and Drink.npy,"Liquid is poured into a cup, gulped down the throat of a person, then breathing, more gulping, then more breathing."
train/outdoors ambient windy wind leaves rustle.npy,A sizzle pan has some items being scooped inside its cooking oil.
train/outdoors ambient windy wind leaves rustle.npy,Food sizzling in a pan while being cooked on a stove.
train/outdoors ambient windy wind leaves rustle.npy,Steaks are cooked on a grill and flipped to the other side to cook.
train/outdoors ambient windy wind leaves rustle.npy,Steaks on a grill and being flipped over to finish cooking.
train/outdoors ambient windy wind leaves rustle.npy,The sizzling of food cooking on a stove or in a pan.
train/vacuum power head.npy,A blow dryer running a little loudly and having its ups and downs.
train/vacuum power head.npy,A machine is being ground against another hard object that is moving at variable speeds.
train/vacuum power head.npy,A machine is grinding against another hard object at varying speeds.
train/vacuum power head.npy,An piece of metal is being filed and ground against a spinning blade
train/vacuum power head.npy,The electric saw is being used in the garage.
train/Buddhist Bells.npy,A bell is rung threes times and the ringing fades away between each ring.
train/Buddhist Bells.npy,A person plays a triangle and it vibrates the sound.
train/Buddhist Bells.npy,"Metal instruments are being struck repeatedly, creating a high pitched noise"
train/Buddhist Bells.npy,Metal instruments are struck repeatedly creating a high pitched noise
train/Buddhist Bells.npy,Someone playing the triangle with vibrations creating sound.
train/Packaging Paper Pen Scribble.npy,Somebody writing and making a tapping noise in the foreground.
train/Packaging Paper Pen Scribble.npy,Someone is writing and then lays ink pen down.
train/Packaging Paper Pen Scribble.npy,Someone rubs and a tapping sound is audible in the foreground.
train/Packaging Paper Pen Scribble.npy,Someone writes for a while and then sets down their pen.
train/Packaging Paper Pen Scribble.npy,Something boils against a backdrop of chopping and stirring
train/kitchen-door.npy,A door creaks open and closes followed by footsteps
train/kitchen-door.npy,A door is opened and it squeaks as a person ambulates.
train/kitchen-door.npy,A person is opening and closing a creaky door.
train/kitchen-door.npy,A person is opening up cupboards to see what is inside.
train/kitchen-door.npy,Someone is opening and closing a locker in a silent environment with a creaking noise.
train/cd_load_26sedit.npy,A radio is in between stations and playing static.
train/cd_load_26sedit.npy,A radio that is in between stations and playing static.
train/cd_load_26sedit.npy,A radio tuner being moved across static and various weak stations emitting Morse code.
train/cd_load_26sedit.npy,"As a radio tuner is being moved, static and several weak stations sending Morse code are emitted."
train/cd_load_26sedit.npy,a person trying to get a signal on an old radio
train/dishwasher beep and motor.npy,"A machine started moving stopped, adjusted and continued working"
train/dishwasher beep and motor.npy,"A machine started moving until the worker stopped and adjusted the machine, then continued working."
train/dishwasher beep and motor.npy,"A person starts a lawnmower, stops it and then starts the lawnmower again."
train/dishwasher beep and motor.npy,"Someone is operating some industrial machinery before it stalls, and then they restart it."
train/dishwasher beep and motor.npy,"Someone is operating some industrial machinery before stalling it, and then restarting it."
train/dryer_long_1.npy,"A hairdryer is blowing, getting a little louder, and continuing."
train/dryer_long_1.npy,A machine is continuously in operation as moving motors turn.
train/dryer_long_1.npy,A machine with moving motors was continuously working
train/dryer_long_1.npy,An audible blow dryer which steams and begins to vent.
train/dryer_long_1.npy,Someone using a vacuum and hitting something and continuing to vacuum.
train/Sugar Packet.npy,A container of pills are shaken back and forth harshly then at a steady beat then fast and harsh.
train/Sugar Packet.npy,"Someone crumples up a candy wrapper, bends it so it breaks, and wads it up."
train/Sugar Packet.npy,Someone is playing with the plastic cover for a product.
train/Sugar Packet.npy,Someone is shaking a sugar packet at varying speeds.
train/Sugar Packet.npy,"Candies in a container are shaken back and forth harshly, then in a steady beat, then fast and harsh"
train/Heavy Rain 1.npy,A Heavy rain storm violently hits the ground.
train/Heavy Rain 1.npy,A heavy rainstorm violently hits the solid ground.
train/Heavy Rain 1.npy,Heavy rain viewed from underneath a shielded area.
train/Heavy Rain 1.npy,Moderate to heavy rainfall with light thunder in the background.
train/Heavy Rain 1.npy,Moderate to heavy rainfall with slight thunder in the background.
train/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.npy,A person roams around then they strolls away.
train/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.npy,A person walks in shuffles around and then they walk away.
train/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.npy,Heavy footsteps walking and scraping across a hard floor.
train/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.npy,Many footsteps in a hallway and then a slight pause
train/Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.npy,footsteps with heavy foot ware on a floor of wood
train/CivicSI.Accelerating.1.npy,"A motor bike is started, and it revs its engine, before racing past while changing gears."
train/CivicSI.Accelerating.1.npy,"A motor bike starts, revs its engine and then races past as it changes gears."
train/CivicSI.Accelerating.1.npy,A race car taking off from a garage at the racetrack.
train/CivicSI.Accelerating.1.npy,A sports cars gears are shifted multiple points in time then navigates towards a street of crushed rock.
train/CivicSI.Accelerating.1.npy,a sports car shifting gears four times and then cruising onto a gravel road.
train/Windshield Wiper.npy,"After vigorous cleaning, water is running and a brush is scrubbing."
train/Windshield Wiper.npy,"Someone cleaning with a spraying tool, then scraping and squeaking."
train/Windshield Wiper.npy,"The man uses the spraying tool to clean, causing the siding to scrape and squeak."
train/Windshield Wiper.npy,Water is moved with a squeegee and floor is swept.
train/Windshield Wiper.npy,Water is moved with a squeegee and then the floor is swept.
train/Pasta bag shuffling.npy,Packing paper is being loudly crunched by a person.
train/Pasta bag shuffling.npy,Someone grabbing a bag of potato chips and folding the bag.
train/Pasta bag shuffling.npy,Someone grabs a bag of potato chips and folds the bag
train/Pasta bag shuffling.npy,Someone opens up a paper bag and puts things inside it.
train/Pasta bag shuffling.npy,"Something is being crunched, then, after a pause, the crunching continues."
train/Oie 01.npy,A duck vigorously squeaking and anther duck joined it.
train/Oie 01.npy,A goose cawing and stressing its voice and getting a response from other geese.
train/Oie 01.npy,A bird is squawking and then it breathes hard.
train/Oie 01.npy,The bird is making a sound and someone is running towards the bird
train/Oie 01.npy,The goose honked loudly and the other geese cawed a response.
train/cooking onions.npy,A pan with frying food arranged while a boy talks.
train/cooking onions.npy,Food fries in a metal skillet being turned over by a metal spatula
train/cooking onions.npy,Frying or sorting something on the pan along with a boy speaking sound
train/cooking onions.npy,"Someone is frying food in a metal skillet, using a metal turner."
train/cooking onions.npy,Someone is frying meat and turning it in the pan and a girl talks in the background.
train/trainsounds.npy,A faint rumble of machinery is obscured by moving furniture followed by a high pitched squeal.
train/trainsounds.npy,A strong wind is blowing outside and gusts blow through narrow corridors and against doors and shutters.
